,Country Name,Country Code,Region Code,Subsample,Income Level Name,Income Level Code,Year of survey,Survey Data Source,Survey Type,Total population,"Children, aged 0-14","Youth, aged 15-24","Adult, aged 25-64","Elderly, aged 65+",Urban Population (% of total Population)," Working Age Population, aged 15-64 (% of total Pop.)","Dependency Rate, all compared to 15-64","Youth Dependency Rate, younger than 15 compared to 15-64","Old Age Dependency Rate, older than 64 compared to 15-64","Labor Force, aged 15-64","Labor Force Participation Rate, aged 15-64","Female Labor Force Participation Rate, aged 15-64","Not in labor force or education rate among youth, aged 15-24",Share of workers (aged 15-64) with more than one jobs in last week,"Employment to Population Ratio, aged 15-64","Employment Rate, aged 15-64 ","Unemployment Rate, aged 15-64","Youth Employment Rate, aged 15-24","Youth Unemployment Rate, aged 15-24","Wage employees, aged 15-64 ","Self-employed, aged 15-64","Unpaid, aged 15-64","Employers, aged 15-64","Unpaid or Self-employed, age 15-64","Share of informal jobs, aged 15-64",Share of work contract,Share of health insurance,Share of social security,"Public sector employment, aged 15-64"," Agriculture, aged 15-64"," Industry, aged 15-64"," Services, aged 15-64","Mining, aged 15-64","Manufacturing, aged 15-64","Electricity and utilities, aged 15-64","Construction, aged 15-64","Commerce, aged 15-64","Transport & Communication, aged 15-64","Financial and Business Services, aged 15-64","Public Administration, aged 15-64","Other services, aged 15-64"," Female in non-agricultural employment, aged 15-64","Youth in non-agricultural employment, aged 15-64","Non-Agricultural wage employment, aged 15-64","Non-Agricultural unpaid employment, aged 15-64","Non-Agricultural employer, aged 15-64","Non-Agricultural self-employed, aged 15-64","Youth Non-Agricultural wage employment, aged 15-24","Wage employment in agriculture, aged 15-64","Wage employment in industry, aged 15-64","Wage employment in services, aged 15-64"," Senior Officials, aged 15-64"," Professionals, aged 15-64"," Technicians, aged 15-64"," Clerks, aged 15-64"," Service and Market Sales, aged 15-64"," Skilled Agriculture, aged 15-64"," Craft Workers, aged 15-64"," Machine Operators, aged 15-64"," Elementary Occupations, aged 15-64", Armed Forces,Average weekly working hours,"Underemployment, <35 hours per week","Excessive working hours,>48 hours per week","Median Earnings for wage workers per hour, local nominal currency","Median Earnings for wage workers per month, local nominal currency","Median Earnings for wage workers per month in agriculture, local nominal currenc","Median Earnings for wage workers per month in industry, local nominal currency","Median Earnings for wage workers per month in service, local nominal currency","Median Earnings for wage workers per hour,  deflated to 2011 local currency valu","Real Median Hourly  Wages in USD (base 2011), PPP adjusted","Median Earnings for wage workers per month, deflated to 2011 local currency valu","Real Median Monthly Wages in USD (base 2011), PPP adjusted","Female to Male gender wage gap, calculated with median wages","Public to Private wage gap, calculated with median wages", No Education, Primary Education, Secondary Education, Post Secondary Education,"Mean number of years of education completed, aged 17 and older",Enrollment rate for individuals aged 6-16,Individual age,Mean age of worker between 15-64,"Mean age of worker in agriculture, between 15-64","Mean age of worker in industry, between 15-64","Mean age of worker in services, between 15-64","Mean age of wage worker, between 15-64","Mean age of self-employed or unpaid worker, between 15-64","Mean age of employer, between 15-64",Total flags in survey,"Percentile (100 = max), total flags",Flags over max number of flags,"Percentile (100 = max), share of flags"
11283,Italy,ITA,ECS,All,High income,HIC,1990,ita_1990_i2d2_eulfs.dta,i2d2,57097,0.17,0.15,0.53,0.15,,0.68,0.46,0.24,0.22,23331,0.6,0.43,0.09,0.01,0.54,0.9,0.1,0.72,0.28,0.72,0.24,0.04,0.0,0.28,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,39.6,0.13,0.11,,,,,,,,,,,,1.0,0.0,0.0,0.0,,0.9,38.66,38.37,,,,37.27,41.87,,135.0,95.0,0.2,94.0
11290,Italy,ITA,ECS,All,High income,HIC,1991,ita_1991_i2d2_eulfs.dta,i2d2,57260,0.17,0.16,0.53,0.14,,0.69,0.45,0.25,0.21,23762,0.6,0.44,0.08,0.01,0.54,0.9,0.1,0.73,0.27,0.72,0.24,0.04,0.0,0.28,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,39.63,0.13,0.12,,,,,,,,,,,,1.0,0.0,0.0,0.0,,0.9,37.79,38.06,,,,36.99,41.43,,136.0,96.0,0.19,94.0
11296,Italy,ITA,ECS,All,High income,HIC,1992,ita_1992_i2d2_eulfs.dta,i2d2,56288,0.16,0.15,0.54,0.15,0.82,0.69,0.45,0.23,0.22,22798,0.59,0.42,0.12,0.02,0.53,0.91,0.09,0.73,0.27,0.72,0.23,0.05,0.0,0.28,,,,,,0.08,0.35,0.57,0.0,0.25,0.01,0.08,0.18,0.06,0.08,0.08,0.17,0.92,0.94,0.68,0.04,0.0,0.2,0.93,0.45,0.79,0.71,0.04,0.09,0.13,0.13,0.15,0.05,0.22,0.09,0.11,0.0,39.2,0.15,0.11,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,38.65,38.24,42.38,37.03,38.73,37.29,41.32,,68.0,58.0,0.06,56.0
11301,Italy,ITA,ECS,All,High income,HIC,1993,ita_1993_i2d2_eulfs.dta,i2d2,56431,0.16,0.15,0.54,0.15,0.82,0.69,0.45,0.23,0.22,22679,0.58,0.42,0.11,0.01,0.52,0.9,0.1,0.72,0.28,0.72,0.23,0.05,0.0,0.28,,,,,,0.07,0.34,0.59,0.0,0.25,0.01,0.08,0.19,0.06,0.08,0.08,0.18,0.93,0.94,0.7,0.04,0.0,0.2,0.93,0.41,0.79,0.72,0.04,0.09,0.14,0.13,0.15,0.04,0.22,0.09,0.1,0.0,39.31,0.15,0.11,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,38.78,38.33,42.84,37.1,38.88,37.4,41.51,,65.0,54.0,0.06,53.0
11312,Italy,ITA,ECS,All,High income,HIC,1994,ita_1994_i2d2_eulfs.dta,i2d2,56605,0.16,0.15,0.54,0.16,0.82,0.69,0.46,0.23,0.23,22584,0.58,0.42,0.12,0.01,0.52,0.89,0.11,0.7,0.3,0.72,0.23,0.04,0.0,0.28,,,,,,0.07,0.34,0.59,0.0,0.25,0.01,0.08,0.19,0.06,0.08,0.09,0.18,0.93,0.95,0.7,0.04,0.0,0.2,0.94,0.4,0.79,0.72,0.04,0.09,0.14,0.13,0.16,0.04,0.21,0.1,0.1,0.0,39.22,0.15,0.11,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,39.04,38.49,42.6,37.32,39.02,37.63,41.4,,66.0,56.0,0.06,54.0
11321,Italy,ITA,ECS,All,High income,HIC,1995,ita_1995_i2d2_eulfs.dta,i2d2,56714,0.15,0.14,0.54,0.16,0.82,0.69,0.46,0.22,0.23,22513,0.58,0.42,0.11,0.01,0.51,0.88,0.12,0.69,0.31,0.72,0.24,0.04,0.0,0.28,,,,,,0.06,0.34,0.6,0.0,0.25,0.01,0.08,0.19,0.05,0.08,0.09,0.18,0.94,0.95,0.69,0.04,0.0,0.21,0.94,0.41,0.79,0.71,0.04,0.09,0.14,0.14,0.16,0.04,0.2,0.09,0.09,0.0,39.31,0.15,0.11,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,39.34,38.51,42.22,37.19,39.2,37.67,41.33,,66.0,56.0,0.06,54.0
11329,Italy,ITA,ECS,All,High income,HIC,1996,ita_1996_i2d2_eulfs.dta,i2d2,56815,0.15,0.14,0.55,0.17,0.82,0.68,0.46,0.22,0.24,22652,0.58,0.43,0.11,0.01,0.51,0.88,0.12,0.67,0.33,0.72,0.24,0.04,0.0,0.28,,,,,,0.06,0.34,0.61,0.0,0.25,0.01,0.08,0.2,0.05,0.09,0.08,0.19,0.95,0.95,0.69,0.03,0.0,0.21,0.95,0.41,0.79,0.71,0.04,0.1,0.15,0.14,0.16,0.04,0.2,0.09,0.09,0.0,38.75,0.18,0.11,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,39.66,38.65,42.32,37.28,39.35,37.84,41.32,,66.0,56.0,0.06,54.0
11340,Italy,ITA,ECS,All,High income,HIC,1997,ita_1997_i2d2_eulfs.dta,i2d2,56948,0.15,0.13,0.55,0.17,0.82,0.68,0.46,0.22,0.25,22777,0.59,0.44,0.11,0.01,0.52,0.88,0.12,0.67,0.33,0.72,0.24,0.04,0.0,0.28,,,,,,0.06,0.33,0.62,0.0,0.24,0.01,0.08,0.19,0.06,0.09,0.09,0.19,0.95,0.96,0.7,0.03,0.0,0.21,0.95,0.39,0.79,0.71,0.04,0.1,0.15,0.14,0.16,0.04,0.19,0.09,0.09,0.0,39.25,0.16,0.12,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,39.93,38.74,42.62,37.23,39.46,37.96,41.3,,67.0,57.0,0.06,55.0
11348,Italy,ITA,ECS,All,High income,HIC,1998,ita_1998_i2d2_eulfs.dta,i2d2,57052,0.15,0.13,0.55,0.17,0.83,0.68,0.47,0.22,0.25,23023,0.59,0.45,0.1,0.01,0.52,0.88,0.12,0.68,0.32,0.72,0.24,0.04,0.0,0.28,,,,,,0.06,0.33,0.61,0.0,0.24,0.01,0.07,0.19,0.05,0.09,0.09,0.19,0.95,0.95,0.7,0.03,0.0,0.21,0.95,0.4,0.79,0.71,0.04,0.1,0.14,0.14,0.16,0.04,0.2,0.09,0.09,0.0,39.25,0.16,0.12,,,,,,,,,,,,0.03,0.19,0.71,0.07,8.85,,40.18,38.82,42.45,37.3,39.55,38.02,41.41,,66.0,56.0,0.06,54.0
11350,Italy,ITA,ECS,All,High income,HIC,1999,ita_1999_i2d2_eulfs.dta,i2d2,57086,0.15,0.12,0.56,0.17,0.83,0.68,0.47,0.21,0.26,23186,0.6,0.46,0.1,0.01,0.53,0.88,0.12,0.69,0.31,0.72,0.24,0.04,0.0,0.28,,,,,,0.05,0.33,0.62,0.0,0.24,0.01,0.08,0.19,0.05,0.1,0.09,0.19,0.96,0.96,0.7,0.03,0.0,0.21,0.95,0.4,0.78,0.72,0.04,0.1,0.15,0.14,0.15,0.03,0.19,0.1,0.09,0.0,39.15,0.16,0.12,,,,,,,,,,,,0.03,0.19,0.71,0.08,8.93,,40.43,38.92,42.36,37.5,39.62,38.18,41.42,,66.0,56.0,0.06,54.0
11363,Italy,ITA,ECS,All,High income,HIC,2000,ita_2000_i2d2_eulfs.dta,i2d2,57184,0.14,0.12,0.56,0.18,0.87,0.68,0.47,0.21,0.26,23302,0.6,0.46,0.09,0.01,0.54,0.89,0.11,0.7,0.3,0.73,0.24,0.04,0.0,0.27,,,,,,0.05,0.32,0.63,0.0,0.23,0.01,0.08,0.2,0.06,0.1,0.09,0.19,0.96,0.96,0.71,0.03,0.0,0.21,0.95,0.41,0.78,0.72,0.04,0.1,0.17,0.14,0.16,0.03,0.18,0.1,0.09,0.0,39.09,0.17,0.13,,,,,,,,,,,,0.02,0.18,0.72,0.08,9.51,,40.69,38.99,42.12,37.76,39.57,38.29,41.31,,66.0,56.0,0.06,54.0
11368,Italy,ITA,ECS,All,High income,HIC,2001,ita_2001_i2d2_eulfs.dta,i2d2,57327,0.14,0.12,0.56,0.18,0.87,0.68,0.48,0.21,0.27,23431,0.6,0.47,0.09,0.01,0.55,0.9,0.1,0.73,0.27,0.73,0.23,0.04,0.0,0.27,,,,,,0.05,0.32,0.63,0.0,0.23,0.01,0.08,0.2,0.05,0.1,0.09,0.19,0.96,0.96,0.71,0.03,0.0,0.21,0.95,0.41,0.78,0.73,0.04,0.11,0.17,0.14,0.16,0.03,0.18,0.09,0.09,0.0,39.2,0.17,0.13,,,,,,,,,,,,0.02,0.17,0.71,0.1,9.55,,40.94,39.13,42.18,37.95,39.64,38.43,41.37,,67.0,57.0,0.06,55.0
11378,Italy,ITA,ECS,All,High income,HIC,2002,ita_2002_i2d2_eulfs.dta,i2d2,57484,0.14,0.11,0.56,0.18,0.87,0.67,0.48,0.21,0.27,23704,0.61,0.48,0.08,0.01,0.55,0.91,0.09,0.74,0.26,0.73,0.23,0.04,0.0,0.27,,,,,,0.05,0.32,0.64,0.0,0.23,0.01,0.08,0.2,0.05,0.11,0.09,0.19,0.96,0.96,0.71,0.03,0.0,0.21,0.95,0.42,0.78,0.73,0.04,0.11,0.17,0.14,0.16,0.03,0.18,0.09,0.08,0.0,35.72,0.41,0.08,,,,,,,,,,,,0.02,0.16,0.72,0.1,9.62,,41.1,39.33,42.56,38.12,39.81,38.62,41.56,,72.0,64.0,0.07,61.0
11389,Italy,ITA,ECS,All,High income,HIC,2003,ita_2003_i2d2_eulfs.dta,i2d2,57482,0.14,0.11,0.56,0.18,0.87,0.67,0.48,0.21,0.27,23935,0.62,0.49,0.09,0.01,0.56,0.91,0.09,0.74,0.26,0.73,0.23,0.04,0.0,0.27,,,,,,0.05,0.32,0.64,0.0,0.23,0.01,0.08,0.2,0.05,0.11,0.09,0.19,0.96,0.96,0.72,0.03,0.0,0.21,0.95,0.42,0.78,0.73,0.04,0.1,0.18,0.14,0.16,0.03,0.17,0.09,0.08,0.0,38.93,0.17,0.11,,,,,,,,,,,,0.02,0.14,0.73,0.11,9.33,,41.1,39.48,42.41,38.2,40.03,38.75,41.75,,67.0,57.0,0.06,55.0
11397,Jordan,JOR,MEA,All,Upper middle income,UMC,2006,jor_2006_heis_v01_m_v03_a_gmd.dta,heis,5436232,0.37,0.22,0.37,0.04,0.82,0.59,0.69,0.63,0.07,1390680,0.43,0.18,0.16,,0.34,0.78,0.22,0.6,0.4,0.83,0.09,0.01,0.06,0.11,,,,,,0.02,0.2,0.78,0.0,0.12,0.01,0.07,0.2,0.09,0.05,0.22,0.22,0.99,0.98,0.82,0.01,0.06,0.09,0.98,0.6,0.83,0.84,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.16,0.59,0.19,10.13,0.91,24.36,34.12,37.84,33.87,34.09,32.93,38.49,43.06,84.0,72.0,0.1,73.0
11405,Jordan,JOR,MEA,All,Upper middle income,UMC,2008,jor_2008_heis_v01_m_v03_a_gmd.dta,heis,5867224,0.36,0.22,0.38,0.04,0.82,0.6,0.66,0.59,0.07,1510702,0.43,0.16,0.17,,0.35,0.81,0.19,0.64,0.36,0.86,0.08,0.01,0.05,0.09,,,,,,0.02,0.19,0.79,0.01,0.11,0.01,0.06,0.19,0.1,0.06,0.2,0.24,0.98,0.98,0.84,0.01,0.05,0.08,0.98,0.68,0.85,0.87,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.17,0.59,0.2,10.17,0.9,24.91,33.9,37.41,34.59,33.63,32.69,39.65,44.11,83.0,71.0,0.1,73.0
11419,Kazakhstan,KAZ,ECS,All,Upper middle income,UMC,2005,kaz_2005_hbs_v01_m_v04_a_gmd.dta,hbs,15074767,0.22,0.19,0.5,0.09,0.57,0.69,0.46,0.32,0.13,7279229,0.73,0.69,0.07,,0.67,0.91,0.09,0.74,0.26,0.7,0.01,0.29,0.0,0.29,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.06,0.77,0.16,11.67,0.92,33.25,39.72,,,,40.36,38.17,41.39,136.0,96.0,0.19,93.0
11427,Kazakhstan,KAZ,ECS,All,Upper middle income,UMC,2011,kaz_2011_hbs_v01_m_v03_a_gmd.dta,hbs,16440124,0.23,0.18,0.53,0.06,0.55,0.71,0.41,0.33,0.08,8199059,0.72,0.65,0.59,,0.69,0.95,0.05,0.87,0.13,0.76,0.04,0.21,0.0,0.24,,,,,,0.12,0.26,0.62,0.04,0.06,0.05,0.11,0.17,0.16,0.04,0.1,0.14,0.91,0.9,0.52,0.19,0.0,0.01,0.87,0.52,0.83,0.68,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.04,0.7,0.26,11.92,,32.07,39.53,40.81,39.46,38.62,39.74,38.83,43.86,99.0,82.0,0.11,81.0
11439,Kazakhstan,KAZ,ECS,All,Upper middle income,UMC,2012,kaz_2012_hbs_v01_m_v04_a_gmd.dta,hbs,16673077,0.24,0.16,0.54,0.06,0.55,0.7,0.43,0.34,0.09,8336794,0.73,0.66,0.6,,0.71,0.96,0.04,0.9,0.1,0.75,0.1,0.15,0.0,0.24,,,,,,0.11,0.25,0.64,0.05,0.05,0.05,0.11,0.17,0.17,0.05,0.1,0.15,0.92,0.91,0.51,0.11,0.0,0.09,0.88,0.5,0.82,0.68,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.04,0.69,0.27,12.03,,32.4,39.83,41.5,39.85,38.93,40.1,38.97,41.33,97.0,81.0,0.11,80.0
11440,Kazakhstan,KAZ,ECS,All,Upper middle income,UMC,2014,kaz_2014_hbs_v01_m_v03_a_gmd.dta,hbs,17160774,0.25,0.14,0.55,0.06,0.55,0.69,0.45,0.36,0.09,8696010,0.75,0.69,0.61,,0.73,0.97,0.03,0.92,0.08,0.74,0.1,0.16,0.0,0.26,,,,,,0.12,0.26,0.62,0.04,0.06,0.05,0.11,0.17,0.17,0.06,0.1,0.13,0.89,0.88,0.5,0.11,0.0,0.09,0.84,0.42,0.8,0.68,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.03,0.69,0.27,12.15,,32.71,40.27,41.45,40.22,39.43,40.51,39.54,45.15,91.0,75.0,0.1,78.0
11449,Kazakhstan,KAZ,ECS,All,Upper middle income,UMC,2015,kaz_2015_hbs_v01_m_v03_a_gmd.dta,hbs,17417673,0.26,0.13,0.54,0.07,0.57,0.68,0.48,0.38,0.1,8685828,0.75,0.68,0.63,,0.73,0.97,0.03,0.9,0.1,0.74,0.09,0.17,0.0,0.26,,,,,,0.11,0.26,0.63,0.05,0.06,0.05,0.11,0.17,0.18,0.05,0.09,0.14,0.89,0.9,0.5,0.11,0.0,0.09,0.86,0.42,0.8,0.67,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.03,0.69,0.28,12.21,,32.76,40.58,42.3,40.53,39.7,40.7,40.21,43.78,95.0,79.0,0.11,80.0
11459,Kazakhstan,KAZ,ECS,All,Upper middle income,UMC,2016,kaz_2016_hbs_v01_m_v01_a_gmd.dta,hbs,17670957,0.26,0.13,0.54,0.07,0.57,0.67,0.5,0.39,0.11,8621956,0.75,0.68,0.65,,0.72,0.96,0.04,0.88,0.12,0.74,0.13,0.12,0.0,0.26,,,,,,0.12,0.25,0.63,0.04,0.06,0.05,0.1,0.17,0.17,0.05,0.09,0.14,0.89,0.88,0.49,0.11,0.0,0.09,0.83,0.42,0.8,0.67,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.03,0.68,0.29,12.24,,33.07,40.92,42.51,40.75,40.25,41.04,40.56,44.41,91.0,75.0,0.1,78.0
11467,Kazakhstan,KAZ,ECS,All,Upper middle income,UMC,2018,kaz_2018_i2d2_hbs_v01_m_v01_a.dta,i2d2,72629348,0.27,0.12,0.53,0.08,,0.65,0.54,0.41,0.13,46533857,1.0,1.0,0.0,,0.72,0.72,0.28,0.29,0.71,0.85,0.11,0.03,0.0,0.15,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.03,0.68,0.29,,,33.24,40.78,,,,40.88,41.21,47.12,130.0,93.0,0.18,93.0
11482,Kenya,KEN,SSF,All,Lower middle income,LMC,2015,ken_2015_ihbs_v01_m_v04_a_gmd.dta,ihbs,45371093,0.41,0.2,0.35,0.04,0.36,0.55,0.82,0.75,0.07,18684153,0.78,0.77,0.06,1.1,0.76,0.97,0.03,0.92,0.08,0.49,0.43,0.08,0.0,0.51,0.86,0.16,0.07,,0.05,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,41.32,0.37,0.3,38.36,7200.0,,,,0.32,0.01,60.74,1.71,0.56,1.85,0.08,0.45,0.34,0.13,9.65,0.93,23.23,35.33,,,,33.73,36.93,38.88,86.0,73.0,0.11,79.0
11488,Kenya,KEN,SSF,All,Lower middle income,LMC,2019,ken_2019_i2d2_kchsp.dta,i2d2,47105234,0.38,0.2,0.37,0.05,0.31,0.57,0.76,0.67,0.09,18616620,0.7,0.65,0.15,,0.66,0.95,0.05,0.87,0.13,0.52,0.45,0.0,0.02,0.46,,,,,0.05,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.91,0.0,0.0,11.77,0.99,24.96,36.76,,,,35.99,39.58,42.19,98.0,81.0,0.13,84.0
11497,Kyrgyz Republic,KGZ,ECS,All,Lower middle income,LMC,2003,kgz_2003_i2d2_hbs_v01_m_v01_a.dta,i2d2,5061759,0.3,0.22,0.42,0.06,0.35,0.65,0.55,0.46,0.09,2089865,0.71,0.68,0.2,,0.66,0.94,0.06,0.78,0.22,0.55,0.25,0.0,0.21,0.25,,,,,,0.4,0.11,0.48,0.04,0.0,0.02,0.06,0.1,0.05,0.01,0.26,0.06,0.66,0.39,0.51,0.0,0.07,0.0,0.32,0.08,0.91,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,28.51,38.48,36.44,39.71,39.89,40.27,35.74,37.04,123.0,91.0,0.14,87.0
11499,Kyrgyz Republic,KGZ,ECS,All,Lower middle income,LMC,2005,kgz_2005_kihs_v02_m_v03_a_gmd.dta,kihs,5138669,0.32,0.19,0.43,0.06,0.37,0.62,0.61,0.51,0.1,1334074,0.89,0.85,0.17,,0.78,0.87,0.13,0.8,0.2,0.54,0.01,0.23,0.22,0.24,0.47,0.98,,,,0.47,0.08,0.45,0.0,0.05,0.0,0.03,0.03,0.05,0.26,0.0,0.12,0.61,0.31,0.52,0.0,0.01,0.0,0.31,0.04,0.95,0.99,0.04,0.16,0.1,0.04,0.04,0.45,0.06,0.05,0.05,0.0,37.01,0.28,0.07,,,,,,,,,,,,0.0,0.05,0.77,0.18,,,27.93,36.91,34.41,38.72,39.16,39.08,29.08,40.11,117.0,90.0,0.11,80.0
11514,Kyrgyz Republic,KGZ,ECS,All,Lower middle income,LMC,2008,kgz_2008_kihs_v02_m_v02_a_gmd.dta,kihs,5228349,0.3,0.19,0.44,0.06,0.36,0.64,0.57,0.48,0.09,1971507,0.66,0.56,0.63,,0.65,0.99,0.01,0.98,0.02,0.0,0.21,0.0,0.79,0.21,,,,,,0.3,0.21,0.49,0.0,0.09,0.12,0.0,0.07,0.22,0.02,0.08,0.09,0.71,0.46,0.0,0.0,0.68,0.01,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.08,0.75,0.17,,,29.0,38.46,36.13,39.6,39.31,,36.5,38.98,68.0,58.0,0.08,69.0
11517,Kyrgyz Republic,KGZ,ECS,All,Lower middle income,LMC,2010,kgz_2010_kihs_v02_m_v02_a_gmd.dta,kihs,5412216,0.31,0.19,0.44,0.06,0.36,0.63,0.58,0.49,0.09,2168722,0.7,0.59,0.53,,0.65,0.93,0.07,0.85,0.15,0.0,0.2,0.0,0.8,0.2,,,,,,0.29,0.21,0.5,0.0,0.08,0.12,0.0,0.08,0.23,0.02,0.09,0.08,0.74,0.57,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.06,0.78,0.16,,,28.92,38.52,36.72,39.25,39.2,,36.78,38.96,71.0,62.0,0.09,71.0
11531,Kyrgyz Republic,KGZ,ECS,All,Lower middle income,LMC,2012,kgz_2012_kihs_v02_m_v02_a_gmd.dta,kihs,5632028,0.3,0.18,0.46,0.06,0.37,0.64,0.56,0.47,0.09,2234717,0.68,0.57,0.56,,0.65,0.95,0.05,0.89,0.11,0.0,0.2,0.0,0.8,0.2,,,,,,0.27,0.4,0.33,0.01,0.08,0.21,0.1,0.16,0.08,0.01,0.07,0.01,0.74,0.62,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05,0.78,0.16,,,29.54,39.13,37.85,39.43,39.78,,38.17,39.36,78.0,68.0,0.1,73.0
11540,Kyrgyz Republic,KGZ,ECS,All,Lower middle income,LMC,2015,kgz_2015_kihs_v02_m_v01_a_gmd.dta,kihs,6074827,0.33,0.15,0.46,0.06,0.35,0.61,0.63,0.53,0.09,2282096,0.67,0.54,0.58,,0.65,0.97,0.03,0.92,0.08,0.0,0.23,0.0,0.77,0.23,,,,,,0.31,0.38,0.31,0.0,0.07,0.21,0.09,0.15,0.09,0.02,0.05,0.01,0.67,0.58,0.0,0.0,0.68,0.01,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.04,0.78,0.18,,,29.07,38.78,37.85,39.19,39.28,,38.37,38.9,78.0,68.0,0.1,73.0
11548,Kyrgyz Republic,KGZ,ECS,All,Lower middle income,LMC,2016,kgz_2016_kihs_v01_m_v02_a_gmd.dta,kihs,6122415,0.33,0.15,0.46,0.06,0.35,0.61,0.64,0.54,0.1,2216584,0.67,0.53,0.56,,0.65,0.97,0.03,0.93,0.07,0.0,0.22,0.0,0.78,0.22,,,,,,0.29,0.39,0.32,0.0,0.07,0.22,0.09,0.15,0.09,0.02,0.05,0.01,0.71,0.6,0.0,0.0,0.7,0.01,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.04,0.77,0.18,,,29.17,39.21,38.22,39.56,39.77,,38.73,39.34,79.0,69.0,0.1,73.0
11554,Kyrgyz Republic,KGZ,ECS,All,Lower middle income,LMC,2018,kgz_2018_kihs_v01_m_v02_a_gmd.dta,kihs,6349285,0.34,0.14,0.46,0.06,0.35,0.6,0.68,0.57,0.11,2232389,0.6,0.47,0.67,,0.58,0.97,0.03,0.91,0.09,0.61,0.31,0.08,0.0,0.39,0.6,0.69,,,,0.23,0.22,0.55,0.01,0.11,0.01,0.09,0.15,0.1,0.04,0.04,0.22,0.78,0.69,0.59,0.0,0.0,0.2,0.69,0.1,0.88,0.69,,,,,,,,,,,38.92,0.21,0.09,,,,,,,,,,,,0.0,0.03,0.79,0.18,,,29.5,39.95,39.73,38.46,40.67,39.58,40.64,44.69,89.0,74.0,0.09,72.0
11566,Kyrgyz Republic,KGZ,ECS,All,Lower middle income,LMC,2019,kgz_2019_kihs_v02_m_v01_a_gmd.dta,kihs,6494410,0.34,0.14,0.46,0.07,0.36,0.59,0.68,0.57,0.12,2172949,0.63,0.5,0.66,,0.59,0.95,0.05,0.86,0.14,0.44,0.44,0.12,0.0,0.56,0.7,0.98,,,,0.21,0.25,0.55,0.01,0.12,0.02,0.1,0.15,0.1,0.03,0.04,0.22,0.77,0.69,0.43,0.0,0.0,0.31,0.36,0.03,0.61,0.57,,,,,,,,,,,38.95,0.2,0.09,,,,,,,,,,,,0.0,0.03,0.78,0.18,,,29.84,40.33,39.93,39.14,41.06,42.85,41.15,45.78,98.0,81.0,0.1,76.0
11578,Kyrgyz Republic,KGZ,ECS,All,Lower middle income,LMC,2020,kgz_2020_kihs_v02_m_v01_a_gmd.dta,kihs,6612986,0.34,0.13,0.46,0.07,0.36,0.59,0.7,0.58,0.12,2395153,0.62,0.5,0.17,,0.59,0.94,0.06,0.86,0.14,0.59,0.2,0.08,0.12,0.28,0.61,0.66,,0.5,0.22,0.21,0.24,0.55,0.01,0.12,0.02,0.1,0.15,0.1,0.04,0.05,0.22,0.78,0.65,0.58,0.0,0.03,0.18,0.61,0.07,0.85,0.68,0.03,0.13,0.06,0.02,0.19,0.2,0.15,0.11,0.11,0.0,37.61,0.23,0.08,,,,,,,,,,,,0.0,0.0,0.67,0.32,,1.0,30.1,40.67,40.01,39.3,41.52,40.33,39.66,44.74,54.0,40.0,0.05,43.0
