,Country Name,Country Code,Region Code,Subsample,Income Level Name,Income Level Code,Year of survey,Survey Data Source,Survey Type,Total population,"Children, aged 0-14","Youth, aged 15-24","Adult, aged 25-64","Elderly, aged 65+",Urban Population (% of total Population)," Working Age Population, aged 15-64 (% of total Pop.)","Dependency Rate, all compared to 15-64","Youth Dependency Rate, younger than 15 compared to 15-64","Old Age Dependency Rate, older than 64 compared to 15-64","Labor Force, aged 15-64","Labor Force Participation Rate, aged 15-64","Female Labor Force Participation Rate, aged 15-64","Not in labor force or education rate among youth, aged 15-24",Share of workers (aged 15-64) with more than one jobs in last week,"Employment to Population Ratio, aged 15-64","Employment Rate, aged 15-64 ","Unemployment Rate, aged 15-64","Youth Employment Rate, aged 15-24","Youth Unemployment Rate, aged 15-24","Wage employees, aged 15-64 ","Self-employed, aged 15-64","Unpaid, aged 15-64","Employers, aged 15-64","Unpaid or Self-employed, age 15-64","Share of informal jobs, aged 15-64",Share of work contract,Share of health insurance,Share of social security,"Public sector employment, aged 15-64"," Agriculture, aged 15-64"," Industry, aged 15-64"," Services, aged 15-64","Mining, aged 15-64","Manufacturing, aged 15-64","Electricity and utilities, aged 15-64","Construction, aged 15-64","Commerce, aged 15-64","Transport & Communication, aged 15-64","Financial and Business Services, aged 15-64","Public Administration, aged 15-64","Other services, aged 15-64"," Female in non-agricultural employment, aged 15-64","Youth in non-agricultural employment, aged 15-64","Non-Agricultural wage employment, aged 15-64","Non-Agricultural unpaid employment, aged 15-64","Non-Agricultural employer, aged 15-64","Non-Agricultural self-employed, aged 15-64","Youth Non-Agricultural wage employment, aged 15-24","Wage employment in agriculture, aged 15-64","Wage employment in industry, aged 15-64","Wage employment in services, aged 15-64"," Senior Officials, aged 15-64"," Professionals, aged 15-64"," Technicians, aged 15-64"," Clerks, aged 15-64"," Service and Market Sales, aged 15-64"," Skilled Agriculture, aged 15-64"," Craft Workers, aged 15-64"," Machine Operators, aged 15-64"," Elementary Occupations, aged 15-64", Armed Forces,Average weekly working hours,"Underemployment, <35 hours per week","Excessive working hours,>48 hours per week","Median Earnings for wage workers per hour, local nominal currency","Median Earnings for wage workers per month, local nominal currency","Median Earnings for wage workers per month in agriculture, local nominal currenc","Median Earnings for wage workers per month in industry, local nominal currency","Median Earnings for wage workers per month in service, local nominal currency","Median Earnings for wage workers per hour,  deflated to 2011 local currency valu","Real Median Hourly  Wages in USD (base 2011), PPP adjusted","Median Earnings for wage workers per month, deflated to 2011 local currency valu","Real Median Monthly Wages in USD (base 2011), PPP adjusted","Female to Male gender wage gap, calculated with median wages","Public to Private wage gap, calculated with median wages", No Education, Primary Education, Secondary Education, Post Secondary Education,"Mean number of years of education completed, aged 17 and older",Enrollment rate for individuals aged 6-16,Individual age,Mean age of worker between 15-64,"Mean age of worker in agriculture, between 15-64","Mean age of worker in industry, between 15-64","Mean age of worker in services, between 15-64","Mean age of wage worker, between 15-64","Mean age of self-employed or unpaid worker, between 15-64","Mean age of employer, between 15-64",Total flags in survey,"Percentile (100 = max), total flags",Flags over max number of flags,"Percentile (100 = max), share of flags"
11019,Indonesia,IDN,EAS,All,Lower middle income,LMC,2010,idn_2010_sakernas_v01_m_v06_a_gld_all.dta,saker,189155010,0.1,0.21,0.63,0.07,0.44,0.84,0.19,0.12,0.08,107689804,0.68,0.52,0.18,1.12,0.64,0.94,0.06,0.81,0.19,0.42,0.38,0.18,0.03,0.55,,,,,,0.37,0.2,0.43,0.01,0.13,0.0,0.05,0.21,0.05,0.02,0.03,0.12,0.63,0.68,0.34,0.05,0.02,0.22,0.58,0.22,0.67,0.47,0.02,0.05,0.02,0.05,0.18,0.35,0.12,0.07,0.13,0.0,42.55,0.3,0.34,5099.39,1000000.0,799999.94,1000000.0,1100000.0,53.73,0.01,10535.61,2.71,0.8,,0.04,0.65,0.24,0.07,,0.9,35.25,37.34,39.57,34.79,36.62,35.06,38.82,41.92,47.0,30.0,0.04,24.0
11031,Indonesia,IDN,EAS,All,Lower middle income,LMC,2011,idn_2011_sakernas_v01_m_v06_a_gld_all.dta,saker,167464048,0.0,0.22,0.7,0.07,0.51,0.93,0.08,0.0,0.08,108903068,0.7,0.53,0.2,1.11,0.67,0.95,0.05,0.83,0.17,0.46,0.35,0.16,0.03,0.51,,,,,,0.35,0.22,0.43,0.01,0.14,0.0,0.06,0.22,0.05,0.02,0.04,0.1,0.66,0.7,0.38,0.04,0.02,0.2,0.62,0.22,0.71,0.52,0.02,0.05,0.02,0.05,0.18,0.3,0.13,0.07,0.17,0.01,40.4,0.34,0.26,5058.5,960000.06,575000.0,1000000.0,1150000.0,50.58,0.01,9600.0,2.47,0.78,,0.04,0.63,0.25,0.07,,0.71,38.61,37.77,40.14,35.41,37.06,35.28,39.73,41.87,53.0,38.0,0.05,36.0
11039,Indonesia,IDN,EAS,All,Lower middle income,LMC,2012,idn_2012_sakernas_v02_m_v05_a_gld_all.dta,saker,169983858,0.0,0.22,0.71,0.07,0.5,0.93,0.08,0.0,0.08,110129106,0.7,0.54,0.19,1.12,0.67,0.96,0.04,0.84,0.16,0.48,0.32,0.17,0.03,0.48,,,,,,0.34,0.23,0.43,0.01,0.15,0.0,0.06,0.22,0.05,0.02,0.03,0.11,0.66,0.7,0.4,0.05,0.02,0.18,0.64,0.23,0.76,0.53,0.02,0.05,0.02,0.05,0.19,0.29,0.13,0.08,0.17,0.01,40.08,0.34,0.25,5523.59,1058000.0,625000.0,1150000.0,1200000.0,52.97,0.01,10145.81,2.61,0.74,,0.04,0.63,0.26,0.08,,0.74,38.72,37.78,40.14,35.69,37.03,35.34,39.88,42.43,53.0,38.0,0.04,33.0
11047,Indonesia,IDN,EAS,All,Lower middle income,LMC,2013,idn_2013_sakernas_v01_m_v06_a_gld_all.dta,saker,172270081,0.0,0.22,0.7,0.07,0.5,0.93,0.08,0.0,0.08,106846213,0.67,0.52,0.2,1.11,0.63,0.95,0.05,0.81,0.19,0.47,0.32,0.17,0.03,0.49,,,,,,0.34,0.21,0.45,0.01,0.14,0.0,0.06,0.19,0.05,0.02,0.03,0.15,0.67,0.71,0.4,0.06,0.02,0.18,0.65,0.23,0.75,0.53,0.02,0.04,0.02,0.05,0.19,0.29,0.14,0.07,0.16,0.01,38.37,0.38,0.22,7045.4,1200000.0,650000.0,1350000.0,1500000.0,63.49,0.02,10814.08,2.78,0.72,,0.04,0.62,0.27,0.08,,0.77,38.73,37.98,40.4,35.74,37.19,35.48,40.08,42.61,52.0,37.0,0.04,31.0
11062,Indonesia,IDN,EAS,All,Lower middle income,LMC,2014,idn_2014_sakernas_v01_m_v06_a_gld_all.dta,saker,174924561,0.0,0.22,0.71,0.08,0.51,0.92,0.08,0.0,0.08,115004281,0.71,0.55,0.18,1.12,0.68,0.95,0.05,0.81,0.19,0.49,0.33,0.15,0.04,0.48,,,,,,0.33,0.22,0.45,0.01,0.14,0.0,0.07,0.23,0.05,0.03,0.03,0.12,0.68,0.73,0.41,0.05,0.03,0.19,0.68,0.23,0.77,0.53,0.02,0.05,0.03,0.05,0.2,0.28,0.12,0.07,0.17,0.01,40.0,0.34,0.24,6781.19,1250000.0,775000.0,1350000.0,1450000.0,57.44,0.01,10587.6,2.72,0.67,,0.03,0.61,0.27,0.08,,0.79,39.06,38.46,41.14,36.1,37.69,35.67,40.99,42.35,52.0,37.0,0.04,31.0
11071,Indonesia,IDN,EAS,All,Lower middle income,LMC,2015,idn_2015_sakernas_v01_m_v06_a_gld_all.dta,saker,184898265,0.0,0.23,0.69,0.07,0.54,0.93,0.08,0.0,0.08,115822579,0.68,0.51,0.16,1.11,0.64,0.95,0.05,0.8,0.2,0.51,0.31,0.14,0.03,0.45,,,,,,0.31,0.23,0.46,0.01,0.14,0.0,0.07,0.23,0.05,0.03,0.04,0.11,0.69,0.74,0.44,0.05,0.02,0.18,0.69,0.24,0.79,0.56,0.02,0.06,0.03,0.06,0.19,0.27,0.12,0.07,0.18,0.01,40.54,0.32,0.24,7100.36,1340000.0,795000.0,1450000.0,1500000.0,56.54,0.01,10670.9,2.74,0.76,,0.03,0.6,0.28,0.09,,0.86,38.58,38.44,41.03,36.37,37.69,35.77,41.1,43.15,56.0,44.0,0.05,38.0
11072,Indonesia,IDN,EAS,All,Lower middle income,LMC,2016,idn_2016_sakernas_v01_m_v07_a_gld_all.dta,saker,189096722,0.0,0.23,0.69,0.08,0.54,0.92,0.08,0.0,0.08,117980211,0.68,0.52,0.16,1.15,0.65,0.96,0.04,0.84,0.16,0.51,0.32,0.14,0.04,0.46,0.7,0.56,0.38,0.18,0.1,0.3,0.22,0.47,0.01,0.14,0.0,0.07,0.24,0.05,0.03,0.04,0.11,0.71,0.76,0.44,0.05,0.03,0.18,0.7,0.24,0.74,0.57,0.02,0.06,0.03,0.06,0.23,0.25,0.12,0.07,0.16,0.01,42.14,0.27,0.28,8630.61,1714000.0,1000000.0,1800000.13,2000000.0,66.39,0.02,13184.35,3.39,0.72,1.88,0.02,0.59,0.29,0.1,,0.88,38.77,38.47,41.5,36.61,37.42,35.81,41.09,42.95,51.0,35.0,0.04,29.0
11088,Indonesia,IDN,EAS,All,Lower middle income,LMC,2017,idn_2017_sakernas_v01_m_v08_a_gld_all.dta,saker,192010262,0.0,0.23,0.7,0.08,0.55,0.92,0.08,0.0,0.08,121421142,0.69,0.53,0.14,1.15,0.66,0.96,0.04,0.84,0.16,0.52,0.32,0.13,0.03,0.45,0.65,0.64,0.37,0.27,,0.28,0.23,0.48,0.01,0.15,0.01,0.07,0.25,0.05,0.03,0.04,0.12,0.73,0.78,0.44,0.05,0.03,0.2,0.73,0.26,0.75,0.55,0.02,0.06,0.03,0.05,0.24,0.22,0.12,0.07,0.19,0.01,40.66,0.32,0.26,9589.57,1800000.13,1019999.94,2000000.0,2000000.0,71.06,0.02,13337.86,3.43,0.72,,0.02,0.59,0.29,0.1,,0.89,39.16,38.9,41.9,37.23,37.96,36.4,41.44,43.4,41.0,22.0,0.03,17.0
11096,Indonesia,IDN,EAS,All,Lower middle income,LMC,2018,idn_2018_sakernas_v02_m_v06_a_gld_all.dta,saker,198126553,0.0,0.22,0.69,0.08,0.56,0.92,0.09,0.0,0.09,125889993,0.69,0.54,0.15,1.18,0.67,0.96,0.04,0.84,0.16,0.51,0.33,0.13,0.03,0.46,0.64,0.69,0.37,0.26,0.08,0.27,0.24,0.49,0.01,0.15,0.01,0.07,0.25,0.05,0.03,0.04,0.11,0.74,0.78,0.44,0.05,0.03,0.21,0.72,0.25,0.74,0.54,0.02,0.06,0.03,0.05,0.25,0.21,0.12,0.07,0.18,0.0,40.03,0.33,0.25,10548.52,2000000.0,1200000.0,2100000.0,2200000.0,75.74,0.02,14360.54,3.69,0.69,1.51,0.02,0.57,0.31,0.11,,0.9,39.44,38.84,42.0,37.32,37.81,36.26,41.38,43.12,38.0,18.0,0.03,14.0
11101,Indonesia,IDN,EAS,All,Lower middle income,LMC,2019,idn_2019_sakernas_v02_m_v06_a_gld_all.dta,saker,201185014,0.0,0.22,0.69,0.09,0.56,0.91,0.1,0.0,0.1,127950630,0.7,0.54,0.15,1.17,0.67,0.96,0.04,0.86,0.14,0.51,0.33,0.12,0.03,0.45,0.63,0.71,0.38,1.0,0.08,0.26,0.24,0.5,0.01,0.15,0.01,0.07,0.26,0.05,0.03,0.04,0.12,0.76,0.81,0.45,0.05,0.03,0.22,0.76,0.26,0.74,0.54,0.03,0.06,0.03,0.05,0.25,0.2,0.11,0.07,0.19,0.0,39.89,0.33,0.25,11507.48,2080000.0,1235000.0,2300000.0,2300000.0,80.2,0.02,14495.66,3.72,0.7,1.5,0.02,0.56,0.31,0.11,,0.91,39.71,38.91,42.42,37.48,37.78,36.25,41.62,43.18,53.0,38.0,0.04,31.0
11108,India,IND,SAS,All,Lower middle income,LMC,1983,ind_1983_eus_v01_m_v05_a_gld_all.dta,eus,683743441,0.4,0.18,0.38,0.04,0.24,0.56,0.78,0.71,0.07,230950743,0.6,0.33,0.34,1.25,0.58,0.96,0.04,0.92,0.08,0.45,0.38,0.17,0.0,0.55,,,,,,0.63,0.16,0.21,0.01,0.12,0.0,0.03,0.08,0.03,0.01,0.03,0.06,0.25,0.35,0.21,0.03,0.0,0.12,0.24,0.36,0.61,0.55,0.01,0.02,0.03,0.02,0.08,0.41,0.11,0.04,0.3,0.0,48.39,0.17,0.6,0.89,182.49,130.35,260.7,434.5,0.08,,14.95,,0.48,,0.57,0.32,0.09,0.03,,0.51,24.04,34.11,34.19,32.74,34.84,33.1,34.92,,34.0,13.0,0.03,16.0
11124,India,IND,SAS,All,Lower middle income,LMC,1987,ind_1987_eus_v01_m_v03_a_gld_all.dta,eus,712163003,0.39,0.19,0.39,0.04,0.23,0.58,0.74,0.67,0.07,244138086,0.6,0.32,0.34,1.22,0.57,0.96,0.04,0.91,0.09,0.46,0.42,0.12,0.0,0.54,,,,,,0.6,0.18,0.22,0.01,0.12,0.0,0.05,0.08,0.03,0.01,0.03,0.06,0.28,0.38,0.23,0.03,0.0,0.14,0.26,0.37,0.63,0.54,0.02,0.02,0.02,0.02,0.08,0.38,0.11,0.04,0.3,0.0,48.22,0.17,0.61,0.0,0.0,0.0,130.35,391.05,0.11,,23.69,,,,0.55,0.32,0.1,0.03,,0.56,24.3,34.37,34.58,32.6,35.19,33.37,35.22,,26.0,6.0,0.03,7.0
11128,India,IND,SAS,All,Lower middle income,LMC,1993,ind_1993_eus_v01_m_v03_a_gld_all.dta,eus,778297682,0.36,0.19,0.41,0.04,0.25,0.6,0.67,0.6,0.07,290323145,0.62,0.37,0.28,1.27,0.6,0.97,0.03,0.93,0.07,0.45,0.32,0.22,0.02,0.54,,,,,,0.61,0.16,0.23,0.01,0.11,0.0,0.04,0.08,0.03,0.01,0.03,0.07,0.26,0.37,0.21,0.04,0.01,0.12,0.24,0.37,0.63,0.51,0.02,0.02,0.03,0.02,0.08,0.39,0.11,0.04,0.3,0.0,48.52,0.19,0.66,2.75,608.3,434.5,869.0,1520.75,0.1,0.01,21.33,1.4,0.43,,0.47,0.35,0.14,0.04,,0.67,25.14,34.7,35.0,32.98,35.22,33.93,35.11,42.05,51.0,35.0,0.05,37.0
11143,India,IND,SAS,All,Lower middle income,LMC,1999,ind_1999_eus_v01_m_v02_a_gld_all.dta,eus,920989477,0.36,0.18,0.42,0.04,0.25,0.6,0.67,0.6,0.07,333581345,0.61,0.36,0.29,,0.58,0.96,0.04,0.91,0.09,0.47,0.31,0.21,0.01,0.53,,,,,,0.59,0.16,0.24,0.01,0.11,0.0,0.05,0.11,0.04,0.01,0.03,0.06,0.26,0.4,0.23,0.04,0.0,0.13,0.27,0.39,0.62,0.53,0.03,0.02,0.03,0.02,0.09,0.35,0.12,0.04,0.3,0.0,47.17,0.21,0.58,5.63,1107.97,782.1,1590.27,2628.73,0.12,0.01,23.1,1.51,0.48,,0.43,0.36,0.16,0.05,,0.72,25.5,35.05,35.33,33.14,35.62,34.28,35.61,41.88,49.0,32.0,0.05,34.0
11145,India,IND,SAS,All,Lower middle income,LMC,2004,ind_2004_eus_v01_m_v02_a_gld_all.dta,eus,971897367,0.34,0.19,0.43,0.04,0.25,0.62,0.62,0.55,0.07,375120921,0.62,0.39,0.26,1.09,0.6,0.96,0.04,0.91,0.09,0.43,0.33,0.24,0.01,0.56,,,,,,0.55,0.19,0.26,0.01,0.12,0.0,0.06,0.11,0.04,0.02,0.02,0.06,0.29,0.47,0.24,0.05,0.01,0.15,0.34,0.33,0.61,0.49,0.04,0.02,0.03,0.02,0.09,0.37,0.14,0.04,0.26,0.0,47.81,0.22,0.64,6.38,1377.36,869.0,1824.9,3041.5,0.11,0.01,23.68,1.55,0.48,,0.38,0.38,0.17,0.07,,0.81,26.4,35.43,36.2,33.04,35.58,34.26,36.17,43.17,47.0,30.0,0.04,30.0
11160,India,IND,SAS,All,Lower middle income,LMC,2005,ind_2005_eus_v01_m_v02_a_gld_all.dta,eus,975800585,0.33,0.19,0.44,0.04,0.24,0.63,0.6,0.53,0.07,368844359,0.6,0.36,0.26,1.22,0.58,0.96,0.04,0.9,0.1,0.45,0.33,0.22,0.01,0.54,,,,,,0.55,0.2,0.25,0.01,0.13,0.0,0.06,0.11,0.05,0.02,0.02,0.06,0.3,0.48,0.25,0.04,0.0,0.15,0.36,0.35,0.63,0.51,0.04,0.02,0.03,0.02,0.09,0.36,0.13,0.05,0.27,0.0,49.21,0.18,0.71,6.7,1520.75,912.45,1824.9,3041.5,0.11,0.01,25.08,1.64,0.5,,0.36,0.4,0.17,0.07,,0.81,26.64,35.72,36.53,33.34,35.83,34.49,36.61,41.94,52.0,37.0,0.04,30.0
11165,India,IND,SAS,All,Lower middle income,LMC,2007,ind_2007_eus_v01_m_v02_a_gld_all.dta,eus,1009259537,0.32,0.19,0.45,0.05,0.26,0.63,0.58,0.51,0.07,374993635,0.59,0.32,0.59,1.19,0.57,0.96,0.04,0.9,0.1,0.47,0.32,0.2,0.01,0.51,,,,,,0.53,0.2,0.26,0.01,0.12,0.0,0.07,0.11,0.05,0.02,0.02,0.06,0.31,0.5,0.27,0.04,0.01,0.15,0.39,0.38,0.68,0.51,0.04,0.04,0.03,0.02,0.08,0.34,0.1,0.04,0.3,0.0,48.95,0.19,0.69,9.29,1955.25,1303.5,2433.2,4127.75,0.14,0.01,28.65,1.87,0.54,,0.33,0.4,0.19,0.08,,,27.12,36.13,37.1,33.63,36.06,34.92,37.09,43.12,51.0,35.0,0.05,37.0
11172,India,IND,SAS,All,Lower middle income,LMC,2009,ind_2009_eus_v01_m_v02_a_gld_all.dta,eus,1020513583,0.31,0.19,0.46,0.05,0.27,0.65,0.55,0.47,0.07,373757919,0.57,0.3,0.07,1.16,0.55,0.97,0.03,0.9,0.1,0.5,0.32,0.18,0.01,0.49,,,,,,0.5,0.23,0.27,0.01,0.12,0.0,0.1,0.11,0.05,0.02,0.02,0.06,0.35,0.51,0.3,0.04,0.01,0.15,0.41,0.39,0.7,0.51,0.06,0.04,0.03,0.02,0.07,0.31,0.12,0.04,0.31,0.0,50.27,0.15,0.74,12.5,2715.63,1824.9,3041.5,5070.61,0.15,0.01,33.12,2.17,0.57,,0.3,0.39,0.23,0.09,,0.94,27.66,36.52,37.4,34.41,36.64,35.44,37.46,43.14,43.0,24.0,0.04,25.0
11188,India,IND,SAS,All,Lower middle income,LMC,2011,ind_2011_eus_v01_m_v02_a_gld_all.dta,eus,1088255655,0.3,0.19,0.46,0.05,0.29,0.65,0.53,0.46,0.08,392999032,0.55,0.29,0.05,1.16,0.54,0.97,0.03,0.9,0.1,0.48,0.33,0.18,0.01,0.5,,,,,,0.46,0.25,0.29,0.01,0.13,0.01,0.11,0.11,0.05,0.02,0.02,0.08,0.41,0.56,0.32,0.04,0.01,0.16,0.47,0.34,0.7,0.53,0.07,0.04,0.03,0.02,0.08,0.31,0.13,0.05,0.27,0.0,50.73,0.14,0.76,18.75,4127.75,3041.5,4562.25,6517.5,0.19,0.01,41.28,2.7,0.59,,0.28,0.38,0.24,0.1,,0.95,28.08,36.86,37.98,34.76,36.87,35.7,37.81,43.1,46.0,29.0,0.04,29.0
11196,India,IND,SAS,All,Lower middle income,LMC,2017,ind_2017_plfs_v01_m_v03_a_gld_all.dta,plfs,1074102897,0.26,0.19,0.49,0.06,0.29,0.68,0.48,0.38,0.09,366047014,0.5,0.22,0.25,1.08,0.47,0.93,0.07,0.75,0.25,0.49,0.35,0.14,0.02,0.49,,,,,,0.42,0.25,0.33,0.0,0.13,0.01,0.12,0.13,0.06,0.04,0.02,0.09,0.47,0.65,0.38,0.03,0.01,0.16,0.58,0.27,0.74,0.58,0.08,0.04,0.04,0.02,0.1,0.29,0.12,0.06,0.24,0.0,50.29,0.14,0.64,32.88,7603.75,4562.25,7603.75,10000.0,0.22,0.01,52.02,3.4,0.57,,0.24,0.38,0.26,0.12,,0.93,29.89,38.23,40.11,35.94,37.59,36.67,39.62,42.94,44.0,26.0,0.04,26.0
11200,India,IND,SAS,All,Lower middle income,LMC,2018,ind_2018_plfs_v01_m_v03_a_gld_all.dta,plfs,1078075746,0.26,0.19,0.49,0.06,0.3,0.68,0.47,0.37,0.09,371530803,0.51,0.23,0.24,1.08,0.47,0.92,0.08,0.75,0.25,0.5,0.36,0.13,0.02,0.48,,,,,,0.39,0.26,0.35,0.0,0.13,0.01,0.12,0.13,0.06,0.04,0.02,0.09,0.5,0.68,0.39,0.03,0.01,0.17,0.61,0.26,0.74,0.58,0.09,0.04,0.05,0.02,0.1,0.28,0.12,0.06,0.23,0.0,50.3,0.14,0.64,36.99,8000.0,4866.4,8000.0,10000.0,0.24,0.02,52.66,3.45,0.56,,0.23,0.38,0.27,0.13,,0.94,30.22,38.52,40.69,36.27,37.72,36.82,40.03,43.75,59.0,47.0,0.05,41.0
11211,India,IND,SAS,All,Lower middle income,LMC,2019,ind_2019_plfs_v01_m_v03_a_gld_all.dta,plfs,1117909975,0.25,0.19,0.5,0.06,0.3,0.68,0.46,0.37,0.09,406892886,0.53,0.28,0.26,1.12,0.49,0.92,0.08,0.76,0.24,0.47,0.34,0.17,0.02,0.51,,,,,,0.43,0.24,0.33,0.0,0.12,0.01,0.11,0.13,0.06,0.03,0.02,0.09,0.44,0.64,0.36,0.05,0.01,0.15,0.56,0.25,0.72,0.56,0.09,0.04,0.04,0.02,0.09,0.32,0.11,0.06,0.22,0.0,49.51,0.15,0.61,37.5,8000.0,5214.0,9000.0,10000.0,0.24,0.02,53.94,3.53,0.57,,0.22,0.37,0.27,0.14,,0.93,30.57,38.68,40.69,36.35,37.76,37.04,39.98,44.01,54.0,40.0,0.05,34.0
11219,Ireland,IRL,ECS,All,High income,HIC,1983,irl_1983_i2d2_eulfs.dta,i2d2,3508,0.3,0.17,0.42,0.11,,0.59,0.68,0.5,0.18,1296,0.62,0.4,0.05,0.01,0.53,0.85,0.15,0.79,0.21,0.77,0.19,0.04,0.0,0.23,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,42.89,0.14,0.22,,,,,,,,,,,,1.0,0.0,0.0,0.0,,0.98,30.87,35.38,,,,33.24,42.62,,130.0,93.0,0.19,94.0
11225,Ireland,IRL,ECS,All,High income,HIC,1984,irl_1984_i2d2_eulfs.dta,i2d2,3535,0.3,0.18,0.42,0.11,,0.6,0.67,0.49,0.18,1303,0.62,0.4,0.05,0.01,0.51,0.84,0.16,0.77,0.23,0.77,0.19,0.03,0.0,0.23,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,42.4,0.21,0.22,,,,,,,,,,,,1.0,0.0,0.0,0.0,,0.98,30.97,35.34,,,,33.32,42.2,,129.0,93.0,0.19,93.0
11233,Ireland,IRL,ECS,All,High income,HIC,1985,irl_1985_i2d2_eulfs.dta,i2d2,3541,0.29,0.17,0.42,0.11,,0.6,0.67,0.49,0.18,1296,0.61,0.4,0.05,0.02,0.5,0.82,0.18,0.76,0.24,0.77,0.19,0.03,0.0,0.23,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,42.97,0.13,0.22,,,,,,,,,,,,1.0,0.0,0.0,0.0,,0.98,31.28,35.41,,,,33.34,42.53,,129.0,93.0,0.19,93.0
11238,Ireland,IRL,ECS,All,High income,HIC,1986,irl_1986_i2d2_eulfs.dta,i2d2,3541,0.29,0.17,0.43,0.11,,0.6,0.66,0.48,0.18,1295,0.61,0.4,0.05,0.02,0.5,0.82,0.18,0.74,0.26,0.78,0.19,0.02,0.0,0.22,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,43.19,0.13,0.22,,,,,,,,,,,,1.0,0.0,0.0,0.0,,0.99,31.39,35.49,,,,33.53,42.67,,129.0,93.0,0.19,93.0
11243,Ireland,IRL,ECS,All,High income,HIC,1987,irl_1987_i2d2_eulfs.dta,i2d2,3543,0.29,0.17,0.43,0.11,,0.6,0.66,0.47,0.18,1311,0.61,0.42,0.05,0.02,0.5,0.82,0.18,0.75,0.25,0.78,0.2,0.03,0.0,0.22,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,41.99,0.24,0.23,,,,,,,,,,,,1.0,0.0,0.0,0.0,,0.99,31.51,35.67,,,,33.71,42.47,,129.0,93.0,0.19,93.0
11246,Ireland,IRL,ECS,All,High income,HIC,1989,irl_1989_i2d2_eulfs.dta,i2d2,3516,0.28,0.17,0.44,0.11,,0.61,0.64,0.46,0.19,1285,0.6,0.41,0.05,0.02,0.5,0.84,0.16,0.79,0.21,0.77,0.2,0.02,0.0,0.23,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,43.22,0.14,0.25,,,,,,,,,,,,1.0,0.0,0.0,0.0,,0.99,32.03,35.74,,,,33.84,42.23,,129.0,93.0,0.19,93.0
11254,"Iran, Islamic Rep.",IRN,MEA,All,Upper middle income,UMC,2019,irn_2019_i2d2_heis_v01_m_v01_a.dta,i2d2,86962177,0.22,0.13,0.55,0.09,0.75,0.69,0.46,0.32,0.13,27084896,0.45,0.15,0.22,,0.38,0.84,0.16,0.57,0.43,0.62,0.3,0.04,0.03,0.34,,,,,0.14,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.2,0.25,0.46,10.21,0.97,34.18,39.43,,,,37.8,41.8,45.13,99.0,82.0,0.14,87.0
11266,Iraq,IRQ,MEA,All,Upper middle income,UMC,2006,irq_2006_i2d2_hses_gmd.dta,i2d2,4384769,0.37,0.19,0.4,0.04,1.0,0.58,0.71,0.63,0.08,1105541,0.43,0.14,0.44,1.08,0.41,0.96,0.04,0.91,0.09,0.7,0.0,0.3,0.0,0.3,0.65,,0.35,0.51,0.39,0.02,0.28,0.7,0.02,0.08,0.03,0.16,0.1,0.09,0.06,0.15,0.3,0.98,0.98,0.68,0.0,0.0,0.0,0.98,1.0,1.0,1.0,0.01,0.16,0.08,0.06,0.19,0.1,0.22,0.11,0.07,0.0,39.77,0.34,0.25,1.83,300.0,217.25,325.88,298.0,,,,,0.85,1.06,0.19,0.19,0.52,0.1,6.73,0.77,24.78,34.41,37.3,32.2,34.86,34.18,35.26,,38.0,18.0,0.04,27.0
11270,Italy,ITA,ECS,All,High income,HIC,1987,ita_1987_i2d2_eulfs.dta,i2d2,56806,0.18,0.15,0.53,0.14,,0.68,0.47,0.26,0.21,22982,0.6,0.42,0.1,0.01,0.53,0.89,0.11,0.68,0.32,0.71,0.24,0.05,0.0,0.29,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,39.36,0.13,0.09,,,,,,,,,,,,1.0,0.0,0.0,0.0,,0.88,37.82,38.51,,,,37.38,41.97,,134.0,95.0,0.2,94.0
11280,Italy,ITA,ECS,All,High income,HIC,1989,ita_1989_i2d2_eulfs.dta,i2d2,57041,0.17,0.15,0.53,0.15,,0.68,0.47,0.25,0.22,23258,0.6,0.43,0.09,0.01,0.53,0.89,0.11,0.7,0.3,0.72,0.24,0.04,0.0,0.28,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,39.61,0.13,0.11,,,,,,,,,,,,1.0,0.0,0.0,0.0,,0.89,38.51,38.38,,,,37.25,42.03,,134.0,95.0,0.2,94.0
